URL,Date,Remark,Title,Author,Type,Price,Summary,Publication Year,Language,ISBN,Category,Copyright,Contributors,Pages,Binding,Interior Color,Dimensions,Format,Keywords
https://www.lulu.com//shop/miss-hortense-quartermain/the-retro-domme-volume-seven/ebook/product-156j5mq6.html?q=think+seven+times,2023-07-05,,The Retro Domme - Volume Seven,Miss Hortense Quartermain,Ebook,5.00,"Those amongst you who think the dominant woman a phenomenon of emancipated modern-times, think again with these volumes of classically written tales from the time of Cleopatra to that of Sherlock Holmes.

The seventh volume in the collection contains Miss Hortense Quartermain's tale of a haughty, commanding, and quite demonic eastern-European countess into whose orbit wanders a curious London doctor...

And you know what they say about curiosity?

Retro and erotic female-led fiction for the connoisseur of literature's most dominant, commanding, and depraved heroines.",2020,English,9781716002922,Fiction,All Rights Reserved - Standard Copyright License,By (author): Miss Hortense Quartermain,,,,,EPUB,"['femdom fiction', 'erotic horror', 'Russian mistress', 'Russian femdom', 'erotic mind control', 'male chastity', 'kiss her feet', 'her slave']"
https://www.lulu.com//shop/antony-pitts/seven-letters/paperback/product-1k97nvr4.html?q=think+seven+times,2023-07-05,,Seven Letters,Antony Pitts,Paperback,9.81,"The words of the Seven Letters from the Book of Revelation are over 1900 years old, yet speak with a remarkably contemporary voice.  The Laodiceans, the last of the seven churches addressed, think they are rich in worldly terms, but do not realize that spiritually they are “wretched, pitiful, poor, blind, and naked”.  Each of these letters is declaimed by a solo –  at times virtuosic –  voice (originally written for individual members of the ensemble TONUS PEREGRINUS and recorded on Hyperion CDA67507), and each letter ends with the urgent refrain: “He who has an ear, let him hear what the Spirit says to the Churches”.
The cover painting is by David Jenks: 'Finale'.",2014,English,N/A,Religion & Spirituality,All Rights Reserved - Standard Copyright License,By (author): Antony Pitts,36,Saddle Stitch,Black & White,A4 (8.27 x 11.69 in / 210 x 297 mm),,"['Revelation', 'Apocalypse', 'Church']"
https://www.lulu.com//shop/me-robertson-hoon/a-vision-of-murder/ebook/product-19qp9dq4.html?q=think+seven+times,2023-07-05,,A Vision of Murder,M.E. Robertson-Hoon,Ebook,10.00,"Could this be true, did Lady Chamberlain actually kill her husband?  It's rumored she stabbed him twenty times, no seven or even fifty, who will you believe, but don't even think of asking Lady Chamberlain herself; she's nowhere to be found?",2011,English,N/A,Fiction,All Rights Reserved - Standard Copyright License,By (author): M.E. Robertson-Hoon,,,,,PDF,"['asylum', 'England', 'detective']"
https://www.lulu.com//shop/me-robertson-hoon/a-vision-of-murder/paperback/product-1654r9pv.html?q=think+seven+times,2023-07-05,,A Vision of Murder,M.E. Robertson-Hoon,Paperback,10.36,"Could this be true, did Lady Chamberlain actually kill her husband?  It's rumored she stabbed him twenty times, no seven or even fifty, who will you believe, but don't even think of asking Lady Chamberlain herself; she's nowhere to be found?",2008,English,9780557018529,Fiction,All Rights Reserved - Standard Copyright License,By (author): M.E. Robertson-Hoon,34,Paperback,Black & White,US Trade (6 x 9 in / 152 x 229 mm),,"['asylum', 'England', 'detective']"
https://www.lulu.com//shop/jagadeesan-rajendran/seven-marriage-emotions-decides-destiny/ebook/product-1z9e9425.html?q=think+seven+times,2023-07-05,,Seven Marriage Emotions: Decides Destiny,JAGADEESAN RAJENDRAN,Ebook,2.99,"There is no such thing called a perfect life. Every human has their own version of problems and recent days most of them experience a marital crisis. This book is a sincere attempt of spotlighting the impact of human emotions in relationships and perseverance of reader will help them to self-study of their life to understand how those emotions influenced their life. This book will help you how to think during the hard times of marriage, not what to think. This book is for every person in or was in or wants to in relationship, no matter your current marital status. Recommended if you are in Love, Living together, Married, Separated, Divorced, Single Parent or Joint Parents; not knowing how to handle emotions is a cause of most marriage crisis.",2018,English,9781387622733,Parenting & Families,All Rights Reserved - Standard Copyright License,By (author): JAGADEESAN RAJENDRAN,,,,,EPUB,"['married', 'marriage', 'fear', 'anger', 'emotions', 'separation', 'family', 'divorce', 'relationships', 'dysfunctional family']"
https://www.lulu.com//shop/ashutosh-ghildiyal/to-think-or-not-to-think/ebook/product-17gpqkyg.html?q=think+seven+times,2023-07-05,,To Think or Not to Think,Ashutosh Ghildiyal,Ebook,1.50,"This book is a collection of seven unique short stories. These stories analyze and bring forward various factors influencing human life like music, cinema, intelligence and human conditioning.

To Think or Not to Think is a work of fiction that may at times even seem like a work of non-fiction to the reader. It is a panorama of Individual stories based on various themes affecting human life. The narration is very simple with an almost minimalist touch. It manages to be simple, original and direct without being too experimental.The distinction of these stories lies in the effect they produce on the mind, by prompting the reader to think and feel in a way most of us are not accustomed to doing but which is in no way alien to our natural structure",2011,English,N/A,Religion & Spirituality,All Rights Reserved - Standard Copyright License,By (author): Ashutosh Ghildiyal,,,,,PDF,"['Fiction', 'Short Stories', 'Dialogue', 'Ashutosh Ghildiyal', 'Superstition', 'Cinema', 'J. Krishnamurti', 'Music', 'Intelligence']"
https://www.lulu.com//shop/ashutosh-ghildiyal/to-think-or-not-to-think/paperback/product-1w4d6nd8.html?q=think+seven+times,2023-07-05,,To Think or Not to Think,Ashutosh Ghildiyal,Paperback,9.01,"This book is a collection of seven unique short stories. These stories analyze and bring forward various factors influencing human life like music, cinema, intelligence and human conditioning.

To Think or Not to Think is a work of fiction that may at times even seem like a work of non-fiction to the reader. It is a panorama of Individual stories based on various themes affecting human life. The narration is very simple with an almost minimalist touch. It manages to be simple, original and direct without being too experimental.The distinction of these stories lies in the effect they produce on the mind, by prompting the reader to think and feel in a way most of us are not accustomed to doing but which is in no way alien to our natural structure",2009,English,9780557081424,Religion & Spirituality,All Rights Reserved - Standard Copyright License,By (author): Ashutosh Ghildiyal,69,Paperback,Black & White,A5 (5.83 x 8.27 in / 148 x 210 mm),,"['Fiction', 'Short Stories', 'Dialogue', 'Ashutosh Ghildiyal', 'Superstition', 'Cinema', 'J. Krishnamurti', 'Music', 'Intelligence']"
https://www.lulu.com//shop/kathleen-dalton/revelation-bible-study-the-last-seven-years/paperback/product-16r248ey.html?q=think+seven+times,2023-07-05,,Revelation Bible Study    The Last Seven Years,Kathleen Dalton,Paperback,24.98,"My goal for this chapter-by-chapter Bible study in Revelation is that we will be overtaken with that sitting-in-the-back-seat-are-we-there-yet? -longing that will only go away once we see the arrival of Jesus Christ into our world for the second time in history.  The first time He came as a baby.  The second time…oh my…

Let’s think of world history as a stage, and imagine there are a series of curtains on that stage, curtains that are fairly “see-through”, so that as each curtain is removed the one person standing on the stage gets easier and easier to see.  That may help us realize what has been happening since the creation of the world, and what will be happening as the events of Revelation unfold.  Every event points to Jesus.  Every mercy, every disaster, every judgment, every moment of grace - all of them reveal Jesus to us more and more and more, until finally we see Him clearly in Revelation Chapter 19, mounted on a white horse, returning to be King over the world that was made for Him.",2015,English,9781387113552,Religion & Spirituality,All Rights Reserved - Standard Copyright License,By (author): Kathleen Dalton,256,Paperback,Black & White,US Letter (8.5 x 11 in / 216 x 279 mm),,"['Bible Study', 'Revelation', 'End Times', 'Jesus', 'White Horse', 'Rapture', 'Millennium']"
https://www.lulu.com//shop/erica-jefferson/100-ways-to-conquer-college/paperback/product-1rmpwvm4.html?q=think+seven+times,2023-07-05,,100 Ways to Conquer College,Erica Jefferson,Paperback,14.98,"So as you have probably heard a million times “College is the best four (five, six, or seven) years of your life so make the most of it!” Most of what I share is for you to learn what not to do. I had to learn the hard way through having a low GPA and a major that I can’t begin to think of what to do with. My goal is to help you avoid the same pitfalls. 100 Ways to Conquer College serves as a key to help you unlock the door to success in your college career.",2009,English,9780557122141,Education & Language,All Rights Reserved - Standard Copyright License,By (author): Erica Jefferson,150,Paperback,Black & White,US Trade (6 x 9 in / 152 x 229 mm),,"['College', 'Tips', 'College Life', 'CoEds', 'Self-Help', 'Self-Improvement']"
https://www.lulu.com//shop/erica-jefferson/100-ways-to-conquer-college/ebook/product-18ndv8p5.html?q=think+seven+times,2023-07-05,,100 Ways to Conquer College,Erica Jefferson,Ebook,9.99,"So as you have probably heard a million times ""College is the best four (five, six, or seven) years of your life so make the most of it!"" Most of what I share is for you to learn what not to do. I had to learn the hard way through having a low GPA and a major that I can't begin to think of what to do with. My goal is to help you avoid the same pitfalls. 100 Ways to Conquer College serves as a key to help you unlock the door to success in your college career.",2011,English,9781257517084,Education & Language,All Rights Reserved - Standard Copyright License,By (author): Erica Jefferson,,,,,EPUB,"['College', 'Tips', 'College Life', 'CoEds', 'Self-Help', 'Self-Improvement']"
